normalized_name,status,start_date,end_date,mise_a_jour,date_dernier_rapport,normalized_molecule_name,atc_code,atc_class_code,atc_class_name,manufacturer
"SALBUTAMOL 100 microgrammes/dose, suspension pour inhalation en flacon pressurisé - Salbutamol 2,5mg/2,5ml et 5 mg/2,5 ml  solution pour inhalation par nébuliseur en récipient unidose ",Tension,2022-12-29,,2022-12-29,2023-01-05,Salbutamol,R03AC02,R,Système respiratoire,0
"SANDIMMUN 50 mg/ml, solution à diluer pour perfusion",Tension,2023-07-28,2023-11-03,2023-07-28,2023-10-04,Ciclosporine,L04AD01,L,Antinéoplasiques et immunomodulateurs,0
"SANDIMMUN 50 mg/ml, solution à diluer pour perfusion",Rupture,2023-11-03,2023-11-10,,2023-11-10,Ciclosporine,L04AD01,L,Antinéoplasiques et immunomodulateurs,0
"SAVENE 20 mg/ml, poudre pour solution à diluer et diluant pour solution pour perfusion",Rupture,2022-06-20,2022-10-06,2022-06-20,2022-09-01,Dexrazoxane,V03AF02,V,Divers,0
"SCOPODERM TTS  1 mg/72 heures, dispositif transdermique",Tension,2023-04-03,,2024-02-08,2024-05-07,Scopolamine,A04AD01,A,Voies digestives et métabolisme,Baxter
"SCOPOLAMINE COOPER 0,5 mg/2 ml, solution injectable",Tension,2021-09-10,2021-11-02,2021-10-04,2021-10-08,Scopolamine,A04AD01,A,Voies digestives et métabolisme,Cooper
"SECNOL 2 g, granulés en sachet-dose",Tension,2023-05-04,,2023-05-04,2024-02-04,Secnidazole,J01XD02,J,Anti-infectieux à usage systémique,Substipharm
"SECTRAL 40 mg/ml, solution buvable en flacon",Tension,2021-12-16,2022-03-17,2021-12-16,2022-02-07,Acébutolol,C07AB04,C,Système cardiovasculaire,Sanofi
"SEMAP 20 mg, comprimé",Rupture,2013-06-14,,2021-05-19,2024-05-07,Penfluridol,N05AG03,N,Système nerveux,Efisciens
"SEVELAMER carbonate 2,4g, poudre pour suspension buvable",Tension,2024-01-31,,2024-01-31,2024-05-07,Sévélamer (carbonate de),V03AE02,V,Divers,Tous
"SEVELAMER carbonate 800 mg, comprimé pelliculé",Tension,2024-01-31,,2024-01-31,2024-05-07,Sévélamer (carbonate de),V03AE02,V,Divers,Tous
"SIFROL 0,26 mg, comprimé à libération prolongée",Tension,2023-03-10,2023-09-29,2023-03-10,2023-09-27,Pramipexole,N04BC05,N,Système nerveux,0
"SIGNIFOR 30 mg, poudre et solvant pour suspension injectable",Rupture,2021-04-20,2021-06-08,2021-04-20,2021-06-03,Pasiréotide,H01CB05,H,Hormones systémiques sauf hormones sexuelles et insulines,Recordati
"SIGNIFOR 30 mg, poudre et solvant pour suspension injectable",Rupture,2022-04-08,,2022-04-08,2022-09-01,Pasiréotide,H01CB05,H,Hormones systémiques sauf hormones sexuelles et insulines,Recordati
"SIMPONI 100 mg, solution injectable en stylo pré-rempli/ en seringue préremplie ",Tension,2022-12-29,2023-01-16,2022-12-29,2023-01-05,Golimumab,L04AB06,L,Antinéoplasiques et immunomodulateurs,0
"SINEMET LP 200 mg/50 mg, comprimé à libération prolongée",Rupture,2019-12-23,,2021-04-19,2023-11-10,Levodopa / Carbidopa,N04BA02,N,Système nerveux,Organon
"SINETRAV 40 microgrammes/mL, collyre en solution",Rupture,2023-02-23,2024-04-09,2023-12-12,2024-03-01,Travoprost,S01EE04,S,Organes sensoriels,Horus Pharma
"SINTROM 4 mg, comprimé quadrisécable",Tension,2023-08-04,2023-10-17,2023-09-15,2023-10-04,Acénocoumarol,B01AA07,B,Sang et organes hématopoïétiques,Famar
"SIVEXTRO 200 mg, comprimé pelliculé",Tension,2022-03-11,2023-05-16,2022-03-11,2023-05-01,Tédizolid (phosphate de),J01XX11,J,Anti-infectieux à usage systémique,MSD
"SKIACOL 0,5 % collyre, flacon de 0,5ml",Tension,2023-11-07,,2023-11-07,2024-05-07,Cyclopentolate (chlorhydrate de),S01FA04,S,Organes sensoriels,0
"SMOFLIPID 200 mg/ml, émulsion pour perfusion (flacon 500 ml)",Tension,2020-03-11,,2020-03-11,2021-06-03,N/A,B05BA02,B,Sang et organes hématopoïétiques,Fresenius Kabi
"SOLUDACTONE 100 mg et 200 mg, lyophilisat et solution pour usage parentéral",Tension,2023-07-28,2023-10-31,2023-09-29,2023-10-04,Canrénoate de potassium / trométamol,C03DA02 ,C,Système cardiovasculaire,Pfizer
"SOLUMEDROL 120 mg/2 ml, lyophilisat et solution pour usage parentéral",Tension,2024-02-06,,2024-02-06,2024-05-07,Méthylprednisolone (hydrogénosuccinate de),H02AB04,H,Hormones systémiques sauf hormones sexuelles et insulines,Pfizer
SOLUMEDROL 40 mg/2ml  lyophilisat et solution pour usage parentéral,Rupture,2021-05-07,,2024-02-12,2024-05-07,Méthylprednisolone (hydrogénosuccinate de),H02AB04,H,Hormones systémiques sauf hormones sexuelles et insulines,Pfizer
"SOLUPRED 5 mg et 20 mg, comprimé orodispersible",Tension,2021-11-05,,2021-11-05,2023-03-01,Prednisolone,H02AB06,H,Hormones systémiques sauf hormones sexuelles et insulines,Sanofi
SOLUTION injectable d’adrénaline en stylo prérempli (Anapen - Emerade - Epipen - Jext),Tension,2023-10-06,,2023-10-06,2024-05-07,Adrénaline,C01CA24,C,Système cardiovasculaire,0
"SORAFENIB 200 mg, comprimé pelliculé",Tension,2023-05-26,,2023-06-13,2024-03-01,Sorafénib (tosilate de),L01XE05,L,Antinéoplasiques et immunomodulateurs,0
"SPÉCIALITÉS à base de Carbamazépine L.P. 200 mg, comprimé pelliculé sécable à libération prolongée",Tension,2023-12-01,,2023-12-01,2024-05-07,Carbamazépine,N03AF01,N,Système nerveux,Tous
"SPÉCIALITÉS à base de Carbamazépine L.P. 400 mg, comprimé pelliculé sécable à libération prolongée",Tension,2023-12-01,,2023-12-01,2024-05-07,Carbamazépine,N03AF01,N,Système nerveux,Tous
SPÉCIALITÉS à base de Cefpodoxime  40 mg/5 ml suspension buvable et Cefpodoxime 100 mg cp,Tension,2022-03-01,2022-04-29,2022-03-01,2022-04-05,Cefpodoxime,J01DD13,J,Anti-infectieux à usage systémique,0
"SPÉCIALITÉS à base de clozapine 100 mg et 25 mg, comprimé sécable",Tension,2023-08-04,,2023-08-04,2024-05-07,Clozapine,N05AH02,N,Système nerveux,Tous
"SPÉCIALITÉS à base de clozapine 100 mg, comprimé sécable",Tension,2023-05-17,,2023-05-17,2023-08-01,Clozapine,N05AH02,N,Système nerveux,Tous
"SPÉCIALITÉS à base de lévofloxacine 500 mg, comprimé pelliculé sécable",Tension,2023-01-20,,2023-01-20,2023-05-01,Lévofloxacine,J01MA12,J,Anti-infectieux à usage systémique,Tous
SPÉCIALITÉS à base de palipéridone 150 mg,Tension,2023-11-21,,2023-11-21,2023-12-05,Palipéridone (palmitate de),N05AX13,N,Système nerveux,Tous
"SPÉCIALITÉS à base de palipéridone 25 mg, 75 mg, 100 mg, 150 mg, suspension injectable à libération prolongée",Tension,2023-07-21,,2023-09-04,2023-11-10,Palipéridone (palmitate de),N05AX13,N,Système nerveux,Tous
"SPÉCIALITÉS à base de quinapril/hydrochlorothiazide, comprimé pelliculé",Rupture,2022-06-16,,2022-07-22,2023-08-01,"Hydrochlorothiazide, quinapril (chlorhydrate de)",C09BA06,C,Système cardiovasculaire,Tous
"SPÉCIALITÉS à base de roxithromycine 100mg et 150 mg, comprimé pelliculé",Tension,2023-01-12,,,2023-02-02,Roxithromycine,J01FA06,J,Anti-infectieux à usage systémique,Tous
"SPÉCIALITÉS à base de roxithromycine 150 mg, comprimé pelliculé",Rupture,2023-02-09,2023-07-17,2023-02-09,2023-06-06,Roxithromycine,J01FA06,J,Anti-infectieux à usage systémique,Tous
"SPÉCIALITÉS à base de roxithromycine 150 mg, comprimé pelliculé",Tension,2023-07-17,,2023-07-17,2024-05-07,Roxithromycine,J01FA06,J,Anti-infectieux à usage systémique,Tous
"SPÉCIALITÉS à base de sitagliptine 50 mg et 100 mg, comprimé pelliculé",Tension,2023-03-10,,2023-09-13,2023-11-10,Sitagliptine,A10BH01,A,Voies digestives et métabolisme,Tous
SPÉCIALITÉS à base de Valsartan  seul ou en association avec l’hydrochlorothiazide,Rupture,2020-10-30,2022-03-25,2021-04-19,2022-02-07,Valsartan,C09CA03,C,Système cardiovasculaire,Tous
"SPÉCIALITÉS à base de vérapamil 40 mg, comprimé ",Tension,2023-07-13,2023-08-29,2023-07-13,2023-08-01,Vérapamil,C08DA01,C,Système cardiovasculaire,Tous
"SPÉCIALITÉS Conferoport, gélule à libération prolongée",Rupture,2023-09-29,,2023-09-29,2023-10-04,Tacrolimus,L04AD02,L,Antinéoplasiques et immunomodulateurs,Sandoz
"SPÉCIALITÉS Conferoport, gélule à libération prolongée ",Tension,2023-07-25,,2023-07-25,2023-09-27,Tacrolimus,L04AD02,L,Antinéoplasiques et immunomodulateurs,Sandoz
"SPÉCIALITÉS SPIRONOLACTONE ALTIZIDE  25 mg/15 mg, comprimé pelliculé sécable",Rupture,2019-06-06,,2021-04-19,2022-11-19,Spironolactone / altizide,C03DA01,C,Système cardiovasculaire,Tous
"SPIRAMYCINE 1,5 M.UI / 750 000 UI + Metronidazole 250 / 125 mg, comprimé pelliculé",Rupture,2023-01-09,,2023-01-09,2024-03-01,Spiramycine / métronidazole,J01RA04,J,Anti-infectieux à usage systémique,Tous
"SPIRAMYCINE 1,5 M.UI / 750 000 UI + Metronidazole 250 / 125 mg, comprimé pelliculé",Tension,2024-03-21,,2024-03-21,2024-05-07,Spiramycine / métronidazole,J01RA04,J,Anti-infectieux à usage systémique,Tous
SPOTOF 500 mg comprimé pelliculé et EXACYL 500mg  comprimé pelliculé,Tension,2020-12-18,2021-09-03,2020-12-18,2021-04-05,Tranexamique (acide),B02AA02,B,Sang et organes hématopoïétiques,Sanofi
"STRIADYNE 20 mg/2 ml, solution injectable en ampoule",Rupture,2023-02-17,,2023-02-17,2024-05-07,Triphosadénine,C01EB10,C,Système cardiovasculaire,Efisciens
"SUCCIAPTAL 200 mg, gélule",Tension,2022-01-31,,2022-03-14,2022-04-05,Succinylsulfathiazole,J01EB06,J,Anti-infectieux à usage systémique,N/A
"SULFATE DE MAGNESIUM 15 pour cent (0,15 g/ml), solution injectable (I.V.) en ampoule – ampoule verre de 10 ml",Rupture,2021-11-30,2022-05-10,2021-11-30,2022-05-01,Magnésium (Sulfate de),A12CC02,A,Voies digestives et métabolisme,Tous
"SUPPLIVEN, solution à diluer pour perfusion",Tension,2022-05-31,2022-11-18,2022-09-01,2022-10-06,Solutions électrolytiques,B05XA (solutions électrolytiques),B,Sang et organes hématopoïétiques,0
"SUPPLIVEN, solution à diluer pour perfusion",Tension,2022-12-07,2023-01-16,2022-12-07,2023-01-05,Solutions électrolytiques,B05XA (solutions électrolytiques),B,Sang et organes hématopoïétiques,0
"SURGESTONE, comprimé de 0,125 mg, 0,250 mg et 0,500 mg",Arret,2020-06-15,,2020-06-15,2021-04-05,Promégestone,G03DA04,G,Système génito-urinaire et hormones sexuelles,N/A
"SURMONTIL 4 pour cent, solution buvable, flacon",Rupture,2023-07-18,,2023-07-18,2023-09-27,Trimipramine (mésilate de),N06AA06,N,Système nerveux,Neuraxpharm
"SURMONTIL 4 pour cent, solution buvable, flacon",Tension,2023-09-25,,2024-04-18,2024-04-23,Trimipramine (mésilate de),N06AA06,N,Système nerveux,Neuraxpharm
"SYNAREL 0,2 mg/dose, solution pour pulvérisation nasale",Tension,2023-03-01,2023-07-18,2023-04-05,2023-06-06,Nafaréline,H01CA02,H,Hormones systémiques sauf hormones sexuelles et insulines,0
"TACHOSIL, matrice pour collage tissulaire",Tension,2022-01-21,2022-03-01,2022-02-04,2022-04-05,Fibrinogène/Thrombine,B02BC30,B,Sang et organes hématopoïétiques,Takeda
"TADALAFIL Quiver 20 mg, comprimé pelliculé",Rupture,2023-03-02,2023-09-14,2023-03-02,2023-09-27,Tadalafil,G04BE08,G,Système génito-urinaire et hormones sexuelles,Quiver
"TADALAFIL Quiver 20 mg, comprimé pelliculé",Tension,2023-09-14,,2023-09-14,2024-05-07,Tadalafil,G04BE08,G,Système génito-urinaire et hormones sexuelles,Quiver
"TARGRETIN 75 mg, capsule molle",Tension,2021-04-20,2021-06-17,2021-04-20,2021-06-03,Bexarotène,L01XX25,L,Antinéoplasiques et immunomodulateurs,0
"TARGRETIN 75 mg, capsule molle",Tension,2022-12-16,2023-02-07,2022-12-16,2023-02-02,Bexarotène,L01XX25,L,Antinéoplasiques et immunomodulateurs,0
"TARKA LP 180 mg/2 mg, comprimé pelliculé à libération prolongée",Tension,2021-08-13,,2021-08-13,2022-09-01,Trandolapril/Vérapamil,C09BB10,C,Système cardiovasculaire,Abbott
"TARKA LP 240 mg/4 mg, comprimé pelliculé à libération prolongée",Tension,2021-08-20,,2021-08-20,2022-09-01,Trandolapril/Vérapamil,C09BB10,C,Système cardiovasculaire,Abbott
"TASIGNA 50 mg, gélule",Tension,2023-01-18,2023-05-15,2023-01-18,2023-05-01,Nilotinib,L01XE08,L,Antinéoplasiques et immunomodulateurs,0
"TEGRETOL L.P. 200 mg, comprimé pelliculé sécable à libération prolongée",Tension,2023-10-23,,2023-10-23,2023-11-10,Carbamazépine,N03AF01,N,Système nerveux,0
"TEGRETOL L.P. 400 mg, comprimé pelliculé sécable à libération prolongée",Tension,2023-03-24,,2023-10-23,2023-11-10,Carbamazépine,N03AF01,N,Système nerveux,0
"TEICOPLANINE MYLAN 100 mg ET 200 mg, poudre pour solution injectable/pour perfusion ou solution buvable",Tension,2021-12-16,,2021-12-16,2022-02-07,Téicoplanine,J01XA02,J,Anti-infectieux à usage systémique,Mylan
"TEICOPLANINE Mylan 400 mg, poudre pour solution injectable/pour perfusion ou solution buvable - Viatris Santé",Tension,2022-03-29,,2022-03-29,2022-09-01,Téicoplanine,J01XA02,J,Anti-infectieux à usage systémique,Mylan
"TEKCIS 2-50 GBq, générateur radiopharmaceutique",Tension,2022-11-15,2023-04-19,2023-01-24,2023-04-19,Sodium (molybdate (VI) [99 Mo] de),V10BX,V,Divers,0
"TEKCIS 2-50 GBq, générateur radiopharmaceutique",Tension,2023-05-24,2023-06-15,2023-05-24,2023-06-06,Sodium (molybdate (VI) [99 Mo] de),V10BX,V,Divers,0
"TEMGESIC 0,2 mg, comprimé sublingual",Tension,2023-08-24,2024-01-08,2023-08-24,2023-12-05,Buprénorphine (chlorhydrate de),N02AE01,N,Système nerveux,Eumedica
"TEMGESIC 0,3 mg/ml, solution injectable",Rupture,2023-08-29,,2023-08-29,2024-05-07,Buprénorphine (chlorhydrate de),N02AE01,N,Système nerveux,Eumedica
"TEMODAL 2,5 mg/ml, poudre pour solution pour perfusion",Tension,2023-08-25,2023-10-24,2023-08-25,2023-10-04,Témozolomide,L01AX03,L,Antinéoplasiques et immunomodulateurs,MSD
"TENORMINE 5 mg/10 ml, solution injectable IV en ampoule",Tension,2022-04-12,2022-05-20,2022-04-12,2022-05-01,Aténolol,C07AB03,C,Système cardiovasculaire,Atnahs Pharma
"TENORMINE 5 mg/10 ml, solution injectable IV en ampoule",Tension,2023-06-23,2023-11-02,2023-06-23,2023-11-10,Aténolol,C07AB03,C,Système cardiovasculaire,Atnahs Pharma
"TERCIAN 50 mg/5 ml, solution injectable en ampoule",Tension,2023-08-10,2023-11-30,2023-08-10,2023-11-10,Cyamémazine,N05AA06,N,Système nerveux,Sanofi
"TERCIAN 50 mg/5 ml, solution injectable en ampoule",Rupture,2023-11-30,2024-03-12,2023-11-30,2024-03-01,Cyamémazine,N05AA06,N,Système nerveux,Sanofi
"THERACAP 131, Iodure (131I) de sodium pour thérapie, gélule",Rupture,2022-01-19,2022-02-03,2022-01-19,2022-01-24,Iodure (131I) de sodium,V10XA01,V,Divers,GE Healthcare
"THERACAP 131, Iodure (131I) de sodium pour thérapie, gélule",Tension,2022-02-03,2022-04-13,2022-02-21,2022-04-05,Iodure (131I) de sodium,V10XA01,V,Divers,GE Healthcare
"THERACAP 131, Iodure (131I) de sodium pour thérapie, gélule",Rupture,2022-08-29,2022-12-22,2022-11-18,2022-11-19,Iodure (131I) de sodium,V10XA01,V,Divers,GE Healthcare
"THERASOLV 100 000 UI, poudre pour solution injectable/pour perfusion",Tension,2021-12-24,,2023-07-03,2024-05-07,Urokinase,B01AD04,B,Sang et organes hématopoïétiques,Theradial
"THERASOLV 250 000 UI, poudre pour solution injectable/pour perfusion",Rupture,2023-03-16,,2023-03-16,2024-05-07,Urokinase,B01AD04,B,Sang et organes hématopoïétiques,Theradial
"THIOPENTAL MEDIPHA 500 mg et 1 g, poudre pour solution injectable",Rupture,2020-05-15,,2021-04-19,2023-11-10,Thiopenthal,N01AF03,N,Système nerveux,Medipha Santé
"THIOPHENICOL, comprimé enrobé - Thiophenicol 750 mg, poudre et solvant pour préparation injectable",Rupture,2022-04-08,2023-10-09,,2023-10-04,Thiamphénicol,N01AF03,N,Système nerveux,0
"THIOPHENICOL, comprimé enrobé - Thiophenicol 750 mg, poudre et solvant pour préparation injectable",Arret,2023-10-09,,2023-10-09,2023-11-10,Thiamphénicol,N01AF03,N,Système nerveux,0
"THYROGEN 0,9 mg, poudre pour solution injectable",Tension,2022-06-16,2023-03-20,2022-06-16,2023-03-01,Thyrotropine alfa,H01AB01,H,Hormones systémiques sauf hormones sexuelles et insulines,0
"TIAPRIDAL 100 mg/2 ml, solution injectable",Tension,2023-02-15,2023-05-25,2023-02-15,2023-05-01,Tiapride (chlorhydrate de),N05AL03,N,Système nerveux,Neuraxpharm
"TIAPRIDAL 100 mg/2 ml, solution injectable",Rupture,2024-04-17,,2024-04-17,2024-05-07,Tiapride (chlorhydrate de),N05AL03,N,Système nerveux,Neuraxpharm
"TIAPRIDAL 138 mg/ml, solution buvable ",Tension,2023-07-06,2023-07-28,2023-07-06,2023-07-22,Tiapride (chlorhydrate de),N05AL03,N,Système nerveux,Neuraxpharm
"TIGREAT 2,5 mg, comprimés pelliculés",Tension,2021-11-19,,2021-11-19,2023-11-10,Tigécycline,J01AA12,J,Anti-infectieux à usage systémique,N/A
"TILDIEM 25 mg, poudre et solution pour préparation injectable I.V.",Tension,2022-09-05,2023-05-17,2022-09-05,2023-05-01,Diltiazem (chlorhydrate de),C08DB01,C,Système cardiovasculaire,Sanofi
"TILDIEM 25 mg, poudre et solution pour préparation injectable I.V.",Rupture,2024-04-22,,2024-04-22,2024-04-23,Diltiazem (chlorhydrate de),C08DB01,C,Système cardiovasculaire,Sanofi
"TIROFIBAN Altan 50 microgrammes/mL, solution pour perfusion",Tension,2023-08-01,2023-08-30,2023-08-01,2023-08-01,Tirofiban (chlorhydrate de) monohydraté,B01AC17,B,Sang et organes hématopoïétiques,Altan
"TIROFIBAN Altan 50 microgrammes/mL, solution pour perfusion",Rupture,2023-08-30,2023-10-10,2023-08-30,2023-10-04,Tirofiban (chlorhydrate de) monohydraté,B01AC17,B,Sang et organes hématopoïétiques,Altan
"TIROFIBAN Medac 50 microgrammes/ml, solution pour perfusion",Rupture,2023-07-28,2023-09-08,2023-07-28,2023-09-27,Tirofiban (chlorhydrate de) monohydraté,B01AC17,B,Sang et organes hématopoïétiques,Medac
"TOBI 300 mg/5 ml,  solution pour inhalation par nébuliseur",Tension,2021-05-03,2021-06-07,2021-05-20,2021-06-03,Tobramycine,J01GB01,J,Anti-infectieux à usage systémique,Viatris
"TOCTINO 10 mg, capsule molle",Tension,2022-05-24,2022-12-23,2022-05-24,2022-11-19,Alitrétinoïne,L01XX25,L,Antinéoplasiques et immunomodulateurs,Stiefel
"TOCTINO 30 mg, capsule molle",Tension,2022-04-07,2022-12-23,2022-05-31,2022-11-19,Alitrétinoïne,L01XX25,L,Antinéoplasiques et immunomodulateurs,Stiefel
"TOFRANIL 10 mg, comprimé enrobé ",Rupture,2022-07-08,2023-02-16,2023-01-27,2023-02-02,Imipramine,N06M02,N,Système nerveux,Amdipharm
"TOFRANIL 10 mg, comprimé enrobé ",Tension,2023-02-16,,2024-04-10,2024-05-07,Imipramine,N06M02,N,Système nerveux,Amdipharm
"TOFRANIL 25 mg, comprimé enrobé ",Rupture,2022-05-12,,2024-04-03,2024-05-07,Imipramine,N06M02,N,Système nerveux,Amdipharm
"TOMUDEX 2 mg, poudre pour solution pour perfusion",Rupture,2021-07-20,,2021-07-20,2023-09-27,Raltitrexed,L01BA03,L,Antinéoplasiques et immunomodulateurs,Pfizer
"TOPIRAMATE  50 mg MYLAN, comprimé pelliculé- TOPIRAMATE 100 mg MYLAN, comprimé pelliculé",Tension,2020-11-24,,2021-05-05,2023-11-10,Topiramate,N03AX11,N,Système nerveux,Mylan
"TOPIRAMATE SANDOZ 100 mg, comprimé pelliculé",Tension,2021-04-13,,2021-04-19,2023-11-10,Topiramate,N03AX11,N,Système nerveux,Sandoz
"TOPISCAB 5 %, crème",Rupture,2022-10-25,,2023-08-29,2023-09-27,Perméthrine,P03AC04,P,"Antiparasitaires, insecticides et répulsifs",Infectopharm
"TOPOTECAN HOSPIRA 4 mg/4ml, solution à diluer pour perfusion",Rupture,2021-11-04,2022-02-08,2021-11-04,2022-02-07,Topotécane (chlorhydrate de),L01XX17,L,Antinéoplasiques et immunomodulateurs,Pfizer
"TOPOTECAN HOSPIRA 4 mg/4ml, solution à diluer pour perfusion",Tension,2022-02-08,2022-08-31,2022-02-08,2022-08-02,Topotécane (chlorhydrate de),L01XX17,L,Antinéoplasiques et immunomodulateurs,Pfizer
"TRACLEER 32 mg, comprimé dispersible",Tension,2023-07-12,2023-08-02,2023-07-12,2023-08-01,Bosentan monohydraté,C02KX01,C,Système cardiovasculaire,0
"TRACRIUM 250 mg/25 ml, solution injectable - flacon de 25 ml",Tension,2021-01-07,,2021-04-19,2022-02-07,Atracurium,M03AC04,M,Système musculo-squelettique ,Aspen Pharma
"TRACUTIL, solution à diluer pour perfusion",,2022-09-02,2023-05-10,2022-11-25,2023-05-01,Solutions électrolytiques,B05XA (solutions électrolytiques),B,Sang et organes hématopoïétiques,0
"TRANDATE 5 mg/ml, solution injectable",Rupture,2021-07-02,2022-02-01,2021-07-02,2022-01-24,Labétalol (chlorhydrate de),C07AG01,C,Système cardiovasculaire,Aspen Pharma
"TRANDATE 5 mg/ml, solution injectable",Rupture,2023-12-05,2024-03-12,2023-12-05,2024-03-01,Labétalol (chlorhydrate de),C07AG01,C,Système cardiovasculaire,Aspen Pharma
"TRANXENE 10 mg, gélule",Rupture,2023-06-20,2023-08-10,2023-07-24,2023-08-01,Clorazépate dipotassique,N05BA05,N,Système nerveux,Neuraxpharm
"TRANXENE 10 mg, gélule",Tension,2023-08-10,,2023-08-10,2024-05-07,Clorazépate dipotassique,N05BA05,N,Système nerveux,Neuraxpharm
"TRANXENE 20 mg, gélule",Tension,2023-06-13,2023-12-05,2023-06-13,2023-12-05,Clorazépate dipotassique,N05BA05,N,Système nerveux,Neuraxpharm
"TRANXENE 20 mg/2 ml, lyophilisat et solution pour usage parentéral",Rupture,2023-06-26,2023-10-02,2023-06-26,2023-09-27,Clorazépate dipotassique,N05BA05,N,Système nerveux,Neuraxpharm
"TRANXENE 20 mg/2 ml, lyophilisat et solution pour usage parentéral",Tension,2023-10-02,,2023-10-02,2024-05-07,Clorazépate dipotassique,N05BA05,N,Système nerveux,Neuraxpharm
"TRASYLOL 500 000 UIK/50 mL, solution injectable",Rupture,2021-09-24,2022-04-12,2021-09-24,2022-04-05,Aprotinine,B02AB01,B,Sang et organes hématopoïétiques,Nordic Group
"TRASYLOL 500 000 UIK/50 mL, solution injectable",Tension,2023-01-17,2023-02-17,2023-01-17,2023-02-02,Aprotinine,B02AB01,B,Sang et organes hématopoïétiques,Nordic Group
"TRASYLOL 500 000 UIK/50 mL, solution injectable",Rupture,2023-02-17,2023-03-20,2023-02-17,2023-03-01,Aprotinine,B02AB01,B,Sang et organes hématopoïétiques,Nordic Group
"TRAVOPROST/TIMOLOL 40 microgrammes/mL + 5 mg/mL, collyre en solution",Tension,2023-11-17,,2023-11-17,2024-05-07,Timolol (maléate de) / Travoprost,S01ED51,S,Organes sensoriels,0
"TRESIBA 200 unités/ml, solution injectable en stylo prérempli",Rupture,2022-03-22,,2022-03-22,2022-09-01,Insuline dégludec,A10AE06,A,Voies digestives et métabolisme,Novo Nordisk
"TRESIBA 200 unités/ml, solution injectable en stylo prérempli",Tension,2022-09-22,,2022-11-29,2023-11-10,Insuline dégludec,A10AE06,A,Voies digestives et métabolisme,Novo Nordisk
"TRIFLUCAN 40 mg/ml, poudre pour suspension buvable",Tension,2023-05-23,2023-07-25,2023-05-23,2023-07-22,Fluconazole,J02AC01,J,Anti-infectieux à usage systémique,Pfizer
"TRIFLUCAN 40 mg/ml, poudre pour suspension buvable",Rupture,2023-07-25,2023-10-17,2023-07-25,2023-10-04,Fluconazole,J02AC01,J,Anti-infectieux à usage systémique,Pfizer
"TROVOLOL 300 mg, comprimé pelliculé",Tension,2022-09-28,,2023-08-29,2024-05-07,Pénicillamine,M01CC01,M,Système musculo-squelettique ,Laboratoires XO
"TRULICITY 0,75 mg, 1,5 mg, 3 mg, 4,5 mg, solution injectable en stylo pré-rempli",Tension,2022-09-26,,2023-12-08,2024-05-07,Dulaglutide,A10BJ05,A,Voies digestives et métabolisme,0
"TUBERTEST, solution injectable Dérivé protéinique purifié de tuberculine",Rupture,2021-09-28,2022-01-27,2021-09-28,2022-01-24,Tuberculine purifiée,V04CF01,V,Divers,0
"ULTRATECHNEKOW FM, 2,15 - 43 GBq, générateur radiopharmaceutique",Tension,2022-11-15,2022-12-23,2022-11-15,2022-11-19,Sodium (molybdate (VI) [99 Mo] de),V10BX,V,Divers,0
"ULTRATECHNEKOW FM, 2,15 - 43 GBq, générateur radiopharmaceutique",Tension,2023-05-24,,2023-05-24,2023-06-06,Sodium (molybdate (VI) [99 Mo] de),V10BX,V,Divers,0
"ULTRAVIST 370 (370 mg d'Iode/mL), solution injectable en seringue préremplie pour injecteur automatique",Tension,2022-04-04,,2022-04-04,2022-08-02,Iopromide,V08AB05,V,Divers,Bayer
"UMATROPE 6 mg/3 ml - 12 mg/3 ml - 24 mg/3 ml, poudre et solvant pour solution injectable ",Tension,2022-09-20,2023-05-19,2022-09-20,2023-03-01,Somatropine,H01AC01,H,Hormones systémiques sauf hormones sexuelles et insulines,Lilly
"UMATROPE 6 mg/3 ml, poudre et solvant pour solution injectable",Rupture,2023-03-16,2023-05-19,2023-03-16,2023-05-01,Somatropine,H01AC01,H,Hormones systémiques sauf hormones sexuelles et insulines,Lilly
"UN-ALFA 2 microgrammes/1 ml, solution injectable IV en ampoule",Rupture,2021-03-17,2021-03-17,2021-03-17,2021-05-17,Alfacalcidol ,A11CC03,A,Voies digestives et métabolisme,Cheplapharm
"URAPIDIL  LP 30 mg - 60 mg, gélule à libération prolongée (Spécialités à base de) ",Tension,2022-01-31,,2022-12-22,2024-02-04,Urapidil,C02CA06,C,Système cardiovasculaire,Tous
"URAPIDIL (Eupressyl, Mediatensyl) 30 mg LP, gélule",Tension,2021-05-21,2021-08-09,2021-06-03,2021-07-03,Urapidil,C02CA06,C,Système cardiovasculaire,Tous
"URAPIDIL (Eupressyl, Mediatensyl) 60 mg LP , gélule",Tension,2021-05-21,2021-08-09,2021-06-03,2021-07-03,Uradipil,C02CA06,C,Système cardiovasculaire,Tous
"URAPIDIL 100 mg/20 ml, solution injectable",Rupture,2021-05-07,,2021-05-07,2022-10-06,Uradipil,C02CA06,C,Système cardiovasculaire,Tous
"URAPIDIL STRAGEN  LP 30 mg, gélule et LP 60 mg gélule",Tension,2021-10-04,,2021-12-09,2022-01-24,Urapidil,C02CA06,C,Système cardiovasculaire,Stragen
"URAPIDIL STRAGEN LP 30 mg, gélule à libération prolongée",Tension,2020-02-21,,2021-05-07,2021-05-17,Urapidil,C02CA06,C,Système cardiovasculaire,Stragen
